log_price_thb,log_total_reviews,has_reviews,name_length,name_word_count,log_total_sold,name_semantic_pca_00,name_semantic_pca_01,name_semantic_pca_02,name_semantic_pca_03,name_semantic_pca_04,name_semantic_pca_05,name_semantic_pca_06,name_semantic_pca_07,name_semantic_pca_08,name_semantic_pca_09,name_semantic_pca_10,name_semantic_pca_11,name_semantic_pca_12,name_semantic_pca_13,name_semantic_pca_14,name_semantic_pca_15,name_semantic_pca_16,name_semantic_pca_17,name_semantic_pca_18,name_semantic_pca_19,name_semantic_pca_20,name_semantic_pca_21,name_semantic_pca_22,name_semantic_pca_23,name_semantic_pca_24,name_semantic_pca_25,name_semantic_pca_26,name_semantic_pca_27,name_semantic_pca_28,name_semantic_pca_29,name_semantic_pca_30,name_semantic_pca_31,name_semantic_pca_32,name_semantic_pca_33,name_semantic_pca_34,name_semantic_pca_35,name_semantic_pca_36,name_semantic_pca_37,name_semantic_pca_38,name_semantic_pca_39,name_semantic_pca_40,name_semantic_pca_41,name_semantic_pca_42,name_semantic_pca_43,name_semantic_pca_44,name_semantic_pca_45,name_semantic_pca_46,name_semantic_pca_47,name_semantic_pca_48,name_semantic_pca_49,name_semantic_pca_50,name_semantic_pca_51,name_semantic_pca_52,name_semantic_pca_53,name_semantic_pca_54,name_semantic_pca_55,name_semantic_pca_56,name_semantic_pca_57,name_semantic_pca_58,name_semantic_pca_59,name_semantic_pca_60,name_semantic_pca_61,name_semantic_pca_62,name_semantic_pca_63,name_qty_log,name_has_weight_unit,name_has_count_unit,name_is_authentic,name_has_bundle,name_thai_ratio,section_Acne_Care,section_Appetite_Suppressant,section_Beauty_Supplements_Value_Sets,section_Bone_Joint_Support,section_Brain_Memory,section_Breast_Enlargement,section_Detoxification,section_Digestive_Care,section_Fat_Blockers_Burners,section_Food_Supplement,section_Hair_Nail,section_Heart_Blood_Pressure,section_Herbs_Traditional_Medicine,section_Immunity,section_Mass_Gainer,section_Meal_Replacement,section_Men_s_Health,section_Multivitamins,section_Nutritional_Foods_Drinks,section_Pre_Workout,section_Pregnancy_Care,section_Protein,section_Sexual_Health_Vitamins,section_Skin_Nourishment,section_Slimming_Beverages,section_Stress_Sleep_and_Anxiety,section_Weight_Management_Value_Sets,section_Well_Being_Gifts_Value_Sets,section_Whitening,section_Women_s_Health,shop_region_bangkok_metro,shop_region_central,shop_region_eastern,shop_region_northeastern,shop_region_northern,shop_region_overseas,shop_region_southern,shop_region_unknown,shop_region_western
4.330733340286331,0.0,0,46,7,0.0,0.024973053,-0.11264203,0.018942744,-0.051911306,-0.09668301,0.009805955,0.03525367,-0.046501048,0.058762275,0.08703372,0.078518026,0.017602406,-0.027333435,-0.024540829,0.014246054,0.044597853,0.061777193,-0.008218411,0.06837061,0.035115134,-0.013443347,-0.009320816,0.04244654,0.017642107,-0.023823101,0.10126503,0.028785974,0.025136488,0.03696867,-0.01858024,0.010160001,-0.048885103,-0.045113735,0.0008628203,-0.062398005,-0.01956021,0.037619144,-0.00060083903,-0.0214677,-0.03936754,-0.011072071,-0.00488903,-0.047762915,-0.017927673,-0.054653578,0.05241271,-0.02843046,-0.002838566,-0.010127509,-0.008666702,-0.01118766,-0.03862431,0.028669445,-0.024536382,-0.012877051,0.011840042,0.028229944,-0.070054986,0.00014081597,0.0057698563,0.006205827,-0.013422321,0.015532648,0.02039191,3.044522437723423,0,0,0,0,0.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.382026634673881,0.0,0,53,10,0.0,-0.07401545,-0.10371598,0.0870765,-0.011010677,-0.024700634,0.023536421,0.0067087016,0.02748925,-0.06604946,0.082988024,0.06299481,0.003184611,-0.13190685,-0.07833713,0.026528997,0.028845083,-0.048794568,0.072304145,0.05357199,-0.012279712,-0.054561444,-0.05498589,-0.015718672,0.006764434,-0.050700855,-0.058914743,-0.046135005,-0.043562926,-0.08134814,0.014300244,0.032145333,0.039799035,0.0052176416,0.06495239,0.031448092,-0.013353518,0.032307856,-0.003865419,-0.0075450167,-0.00571891,0.0038877316,0.03733006,0.027947988,-0.018943878,-0.03333137,0.024930276,0.0028213533,-0.07605055,-0.016103502,-0.0017256578,0.020169504,-0.039376304,0.016421828,-0.0016918923,-0.005097069,0.0029870383,0.0018973388,-0.012016036,0.026631098,-0.008372519,0.0021704845,0.02290716,0.022936875,0.0266446,3.044522437723423,1,1,0,0,0.6590909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.41610040220442,0.0,0,118,18,0.0,0.051544875,-0.068913005,0.049174692,-0.01774858,-0.03482189,0.01671461,0.033283915,0.01624388,-0.05985412,0.0039449036,0.046963282,0.030221,-0.06650725,-0.015726808,0.032495856,-0.04366126,0.02091008,0.023777265,0.0958569,-0.018974466,-0.033614293,0.036093492,-0.02721912,-0.0012625474,0.11226313,-0.06919959,0.022044087,0.050478898,0.025782151,-0.056097798,0.036408972,0.05951629,-0.0422537,0.00045101834,0.039293766,0.0056651505,0.0009823826,0.02193861,-0.022145517,-0.019428227,-0.016897472,-0.08743295,-0.02100887,-0.013039725,0.08993093,0.017639402,0.018810801,0.006379133,0.03974311,-0.042869925,0.028474435,-0.017306818,0.05212827,0.044125523,0.0057771504,0.0028088056,-0.008951565,0.035103142,-0.009409633,0.019312117,-0.0021002665,-0.021965098,-0.011975852,-0.049531166,7.613324979540639,0,1,0,0,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.673323267171493,0.0,0,72,8,0.0,0.034625005,0.012370404,-0.052611217,0.02583811,0.025648132,-0.11757779,-0.0074278954,0.044360094,0.016184041,0.05881867,0.09227312,0.0068076323,-0.022605848,-0.010798483,-0.013934709,-0.09145837,-0.0344708,-0.043839138,-0.059194244,0.07177629,0.044121046,-0.04021533,-0.07385718,-0.07662393,0.009231789,-0.0035222496,0.046654325,0.059912384,0.047369495,0.02244715,0.036907345,-0.0035779746,-0.0025818944,-0.034545332,0.017073743,0.046649847,-0.035450257,0.036875274,-0.0038106814,-0.021994505,0.007065663,0.041653533,0.023256594,-0.03032196,-0.0165116,-0.009594037,-0.031918507,0.015964255,0.009650908,-0.050484363,0.01451692,-0.008830936,-0.012152035,-0.03551937,-0.014181256,-0.024947532,-0.033584066,0.027096445,-0.011406197,0.01082233,0.027653232,-0.023212235,0.010373324,-0.011105136,0.6931471805599453,0,0,0,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0106352940962555,0.0,0,119,12,0.0,0.029488094,-0.06701406,-0.033064827,-0.022888416,-0.010836054,-0.065999195,0.028399646,0.013399084,0.008433288,0.0014748126,0.07742143,-0.023777567,-0.03638607,-0.022895357,-0.0048488975,0.0040325867,0.1010049,-0.006981435,0.06396022,0.027595267,-0.037918184,0.0018019434,0.063276075,-0.025296845,-0.00063432753,0.073709756,0.000513738,0.050994538,0.011592757,-0.003490924,0.015982993,-0.05317767,-0.029822085,0.024158154,-0.02872106,-0.019773662,0.024300287,0.017484173,-0.0065556467,-0.015989356,0.040094964,-0.025820822,-0.014165541,0.012006021,-0.04271003,0.010205815,0.003818919,0.057794966,0.007132379,-0.0035729809,-0.046341605,-0.044663105,0.016245846,0.0066032177,-0.028050173,0.021753628,-0.002743937,0.009669388,-0.018808715,-0.038677864,-0.019225359,0.014698923,0.0077524465,0.029217433,0.0,0,0,1,0,0.6481481481481481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.912654885736052,0.0,0,95,11,0.0,0.015328882,-0.07769964,-0.038663343,-0.019101094,0.016928546,-0.07711746,0.030288283,0.0016353428,0.013400039,-0.0013963822,0.07049949,-0.022138081,-0.013840888,-0.046627205,0.0043749064,0.0038190214,0.11488426,0.001479693,0.062612884,0.025079785,-0.03181767,-0.012421904,0.060918927,-0.03818614,0.0015331022,0.06376766,0.0012321733,0.050819702,0.023106333,0.008494705,-0.0030436218,-0.060495716,-0.031706788,0.0014385295,-0.037062183,0.007000396,0.014233753,0.0090678055,-0.012692533,-0.043347247,0.048978373,-0.04660088,-0.01547694,0.026624698,-0.04431764,0.009132335,4.3304113e-05,0.051117487,0.014882238,-0.00096643623,-0.03261561,-0.021852538,-0.0017120428,0.0017305892,-0.015250277,0.023302745,-0.009797135,0.0053870697,-0.0070874067,-0.03698234,-0.02505837,0.008551679,0.010978185,0.036477264,0.0,0,0,1,0,0.6823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.846438775057725,0.0,0,21,3,0.0,0.09328666,-0.010775618,0.22200269,-0.09096994,-0.1249283,-0.079973064,0.039204817,0.06843365,-0.09961653,-0.0223549,-0.01131773,-0.004396171,0.05821581,-0.052719846,0.11738016,0.0130446525,-0.016865673,0.059504148,0.09321601,0.08028476,-0.03186564,0.02460505,-0.018937344,-0.045426674,-0.03985515,-0.07859099,-0.008307621,-0.010180509,-0.0148961395,-0.060289674,0.028119862,-0.00053695403,0.023413435,0.027570903,-0.023084834,-0.03116395,0.03626948,0.003921652,-0.004490003,-0.046420038,-0.03505195,-0.017809276,0.05879256,0.009903765,0.022104716,0.036988202,0.018700888,0.0116846245,-0.046272077,0.02036227,0.025583457,-0.031875085,0.0038464144,-0.01796205,0.023905136,0.013258338,-0.047306977,0.060684923,0.0013704612,-0.0011111433,-0.006948447,-0.041091938,0.0043125004,-0.00013151497,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0943445622221,0.0,0,45,9,0.0,0.040746864,-0.038985983,0.10337087,0.11041449,-0.044860035,-0.08572462,0.036989354,0.00699877,0.04355114,0.06623191,-0.021740466,0.031021554,-0.04320919,0.040005136,0.06093224,-0.027399255,0.04925145,0.088088736,0.06744992,-0.03378308,-0.058964454,-0.048978,0.0011183657,-0.027930502,-0.0067971554,0.009344136,-0.024187561,-0.06904587,-0.0127920285,-0.071425185,0.010794064,0.023548137,0.025057219,0.033424966,0.028988816,-0.0060370844,-0.03199009,0.019882673,-0.005746968,-0.009053655,-0.057097934,-0.0048351884,0.009095769,-0.004445773,-0.007767305,-0.006481096,0.009805496,-0.015697347,-0.013755811,0.018460102,0.060152598,0.022441883,0.022885526,0.02429502,-0.016955037,0.055754762,-0.0047888085,0.02119953,-0.026788514,-0.021369081,-0.026334954,-0.009672579,0.040426247,0.027218001,0.0,0,0,0,0,0.6111111111111112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.673323267171493,0.0,0,46,5,0.0,0.009120712,-0.058670975,0.027670778,0.007068634,0.020571351,-0.075377665,-0.033443682,0.011784282,0.021285022,0.08780281,0.02812213,-0.028381862,-0.073878095,-0.026922487,0.034488603,-0.03402216,0.021469105,0.10046119,0.08562796,0.037374176,-0.018547362,0.024229195,-0.0016915761,-0.06911382,0.0040264297,-0.04952433,0.099820286,0.02490028,0.014756726,0.026457816,0.0015878752,0.0029817717,0.0027223378,0.0041490374,0.004683353,0.028921165,-0.00033152918,0.03782904,-0.006157145,-0.015516613,0.06474416,0.030832699,0.044420242,0.008529338,-0.033904623,0.062803484,-0.0079393955,-0.0028444175,-0.009423463,0.02774078,0.015640058,-0.04965575,0.025638755,-0.0011175582,0.06145238,0.027959403,0.028898656,0.008116702,-0.015488374,0.017227264,-0.005752869,-0.012510617,0.03380947,-0.046749268,0.0,0,0,0,0,0.7857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.968707559985366,0.0,0,154,18,0.0,-0.0010895994,-0.075084336,-0.09108001,-0.021846022,0.016505301,-0.020516012,0.0013331557,-0.014710473,-0.01590947,0.012832474,0.07270989,0.011623761,0.038894612,-0.039526552,0.06605529,-0.021459518,-0.012759338,0.037104614,-0.04833354,0.016655266,0.020932864,0.008781334,-0.0146996435,-0.07085379,0.057135507,-0.028226804,0.072275035,0.06301681,0.017536359,0.028848685,-0.02206441,0.0069184797,0.013873562,0.03722089,0.0028339885,-0.0026636291,0.031955108,0.010406304,-0.0042711645,-0.050018527,0.075632595,0.068481654,-0.028694773,0.008214078,-0.032632828,-0.014470357,0.016589284,0.0067187212,-0.025136497,-0.0031478247,-0.008335436,-0.042846687,0.004396797,0.04466913,0.0089726,0.025700651,0.031848803,-0.016237043,-0.020303871,0.06136649,-0.025280213,0.016852947,0.019261433,-0.018387511,2.3978952727983707,1,1,0,1,0.8394160583941606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
